*********************************************************************************************
PROCESO DE SALDADO DE REMANENTES
*********************************************************************************************
---------------------------------------------------------------------------------------------
Área Corregida           FACTURAS TIENDAS
Fecha y Hora de Inicio:  2020-12-21 14:41:44
---------------------------------------------------------------------------------------------
Comienza con Este proceso elimina pequeños saldos pendientes en documentos para que ya no
aparezcan como documentos con saldos pendientes, el proceso recupera los documentos en el
rango de fechas con un pendiente menor o igual al monto Termina con pendiente a eliminar
y los salda con documentos creados para este propósito.
---------------------------------------------------------------------------------------------
Para la realización de este proceso el usuario eligió las siguientes opciones:


Fecha Inicial de la eliminación:2020-01-01

Fecha Final de la eliminación:2020-11-30

Monto pendiente a eliminar:1.00 PESO MEXICANO


                                   				DOCUMENTOS CREADOS CON EL AJUSTE


SERIE AJUSTE    FOLIO AJUSTE    SALDO AJUSTADO    SERIE FACTURA    FOLIO FACTURA    ABONADO    PENDIENTE    FECHA ABONO         CONCEPTO ABONO

AJSG            29                -58.37             FASG             12206            -0.54       0            2020-12-21 14:42:29  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12220            0.03       0            2020-12-21 14:42:30  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12223            -0.3       0            2020-12-21 14:42:30  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12224            0.5       0            2020-12-21 14:42:31  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12226            -0.1       0            2020-12-21 14:42:31  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12227            0.59       0            2020-12-21 14:42:32  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12231            -1       0            2020-12-21 14:42:32  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12233            -0.13       0            2020-12-21 14:42:33  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12238            0.59       0            2020-12-21 14:42:33  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12243            -0.16       0            2020-12-21 14:42:34  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12244            -0.01       0            2020-12-21 14:42:34  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12245            0.25       0            2020-12-21 14:42:35  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12246            0.01       0            2020-12-21 14:42:35  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12249            0.5       0            2020-12-21 14:42:36  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12252            0.01       0            2020-12-21 14:42:36  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12263            -0.2       0            2020-12-21 14:42:37  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12270            0.05       0            2020-12-21 14:42:37  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12278            -0.01       0            2020-12-21 14:42:37  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12280            -0.02       0            2020-12-21 14:42:38  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12292            0.01       0            2020-12-21 14:42:38  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12307            0.01       0            2020-12-21 14:42:39  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12308            0.02       0            2020-12-21 14:42:39  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12310            -0.1       0            2020-12-21 14:42:40  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12313            0.21       0            2020-12-21 14:42:40  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12320            -0.91       0            2020-12-21 14:42:41  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12325            0.52       0            2020-12-21 14:42:41  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12339            -1.97       0            2020-12-21 14:42:42  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12345            -0.03       0            2020-12-21 14:42:42  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12352            -0.35       0            2020-12-21 14:42:43  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12353            -0.33       0            2020-12-21 14:42:43  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12356            -0.39       0            2020-12-21 14:42:44  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12359            -0.16       0            2020-12-21 14:42:44  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12360            -0.81       0            2020-12-21 14:42:45  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12363            -0.1       0            2020-12-21 14:42:45  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12372            -0.59       0            2020-12-21 14:42:46  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12377            -0.49       0            2020-12-21 14:42:46  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12383            -0.75       0            2020-12-21 14:42:46  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12391            -0.66       0            2020-12-21 14:42:47  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12392            -0.19       0            2020-12-21 14:42:47  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12400            -0.6       0            2020-12-21 14:42:48  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12409            0.14       0            2020-12-21 14:42:48  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12414            0.5       0            2020-12-21 14:42:49  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12416            -0.18       0            2020-12-21 14:42:49  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12419            -0.1       0            2020-12-21 14:42:50  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12422            -0.45       0            2020-12-21 14:42:50  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12424            -0.69       0            2020-12-21 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12450            0.06       0            2020-12-21 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12460            -0.31       0            2020-12-21 14:42:52  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12461            0.59       0            2020-12-21 14:42:52  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12462            -0.3       0            2020-12-21 14:42:53  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12464            0.25       0            2020-12-21 14:42:53  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12465            -0.34       0            2020-12-21 14:42:54  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12482            -0.1       0            2020-12-21 14:42:54  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12483            -0.34       0            2020-12-21 14:42:55  ABONO CLIENTE / AJUSTE SALDO

