*********************************************************************************************
PROCESO DE SALDADO DE REMANENTES
*********************************************************************************************
---------------------------------------------------------------------------------------------
Área Corregida           FACTURAS TIENDAS
Fecha y Hora de Inicio:  2020-06-08 14:42:39
---------------------------------------------------------------------------------------------
Comienza con Este proceso elimina pequeños saldos pendientes en documentos para que ya no
aparezcan como documentos con saldos pendientes, el proceso recupera los documentos en el
rango de fechas con un pendiente menor o igual al monto Termina con pendiente a eliminar
y los salda con documentos creados para este propósito.
---------------------------------------------------------------------------------------------
Para la realización de este proceso el usuario eligió las siguientes opciones:


Fecha Inicial de la eliminación:2020-03-01

Fecha Final de la eliminación:2020-05-31

Monto pendiente a eliminar:1.0 PESO MEXICANO


                                   				DOCUMENTOS CREADOS CON EL AJUSTE


SERIE AJUSTE    FOLIO AJUSTE    SALDO AJUSTADO    SERIE FACTURA    FOLIO FACTURA    ABONADO    PENDIENTE    FECHA ABONO         CONCEPTO ABONO
AJCP            7                -9.39             FACP             16585            0.61       0            2020-06-08 14:42:49  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16593            -0.93       0            2020-06-08 14:42:49  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16636            -0.29       0            2020-06-08 14:42:49  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16652            -0.29       0            2020-06-08 14:42:49  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16646            0.01       0            2020-06-08 14:42:50  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16653            0.1       0            2020-06-08 14:42:50  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16654            -0.6       0            2020-06-08 14:42:50  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16675            -0.68       590.2            2020-06-08 14:42:50  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16660            0.09       0            2020-06-08 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16664            0.64       0            2020-06-08 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16705            0.4       0            2020-06-08 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16703            0.01       0            2020-06-08 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16689            -0.39       0            2020-06-08 14:42:51  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16732            0.6       0            2020-06-08 14:42:52  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16708            -0.28       0            2020-06-08 14:42:52  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16750            -0.01       0            2020-06-08 14:42:52  ABONO CLIENTE / AJUSTE SALDO

AJCP            7                -9.39             FACP             16742            -0.25       0            2020-06-08 14:42:52  ABONO CLIENTE / AJUSTE SALDO

